ddate,ddate,MONTH,DAY,YEAR,Week,TotalBugs,Nem_Count,Othdip_Count,Homo_Count,Coleo_Count,Hymeno_Count,Thysano_Count,Arach_Count,Ephemo_Count,Hemi_Count,Lepido_Count,Trico_Count,Odona_Count,Nem_Mass,Othdip_Mass,Homo_Mass,Coleo_Mass,Hymeno_Mass,Thysano_Mass,Arach_Mass,Ephemo_Mass,Hemi_Mass,Lepido_Mass,Trico_Mass,Odona_Mass,All,Aquatic,Terrestrial,Flying,Irruptive,qualityissue,missinguncounted,flag
4/26/09,39929,4,26,2009,18,556,105,10,1,36,34,342,12,3,3,10,0,0,49.11346177,18.86395918,0.050280535,57.35345385,81.25614266,176.7938672,15.3937502,12.97924082,18.90154312,0,0,0,415.3119492,80.95666177,353.2192466,162.2128044,62.09270258,0,0,0
4/27/09,39930,4,27,2009,18,41,11,1,0,2,12,13,2,0,0,0,0,0,5.804372083,0.191596593,0,1.82693176,19.81417828,6.720234719,0.668070336,0,0,0,0,0,34.35731344,5.995968675,28.55294135,25.81014696,5.804372083,0,0,0
4/28/09,39931,4,28,2009,18,141,30,18,0,8,26,56,1,0,1,1,0,0,10.07638018,4.901008201,0,3.333333228,42.93071961,28.94870341,0.334035168,0,4.868572184,0,0,0,95.05871681,14.97738838,84.98233663,57.90810799,10.07638018,0,0,0
4/29/09,39932,4,29,2009,18,62,37,6,0,7,2,4,5,0,0,1,0,0,18.5674307,1.149579556,0,1.757468379,3.302363047,2.067764529,1.670175839,0,0,0,0,0,26.84460621,19.71701026,8.277175511,23.01937331,18.5674307,0,0,0
4/30/09,39933,4,30,2009,18,17,12,1,0,1,1,1,0,1,0,0,0,0,4.732095327,0.191596593,0,0.251066911,1.651181523,0.516941132,0,2.482116167,0,0,0,0,9.824997653,7.405808086,2.61078616,9.05698961,7.214211494,0,0,0
5/1/09,39934,5,1,2009,18,83,70,2,3,2,5,1,0,0,0,0,0,0,54.79333857,0.383193185,0.150841605,1.82693176,8.255907617,0.516941132,0,0,0,0,0,0,65.92715387,55.17653176,11.1338153,63.43243937,54.79333857,0,0,0
5/2/09,39935,5,2,2009,18,50,28,0,0,9,2,7,4,0,0,0,0,0,40.19261623,0,0,6.233996015,16.00635373,3.618587926,3.233695369,0,0,0,0,0,66.0515539,40.19261623,25.85893767,56.19896996,40.19261623,0,0,0
5/3/09,39936,5,3,2009,19,199,114,10,2,10,18,33,7,0,0,5,0,0,69.73977379,3.368235459,0.555906975,10.45945674,36.15604874,17.05905736,6.133355571,0,0,0,0,0,137.3384791,73.10800925,67.59870528,109.264058,69.73977379,0,0,0
5/4/09,39937,5,4,2009,19,71,63,1,0,1,3,3,0,0,0,0,0,0,25.33575287,0.191596593,0,0.251066911,4.95354457,1.550823397,0,0,0,0,0,0,32.28278434,25.52734946,6.947031471,30.48089403,25.33575287,0,0,0
5/5/09,39938,5,5,2009,19,162,155,4,0,2,1,0,0,0,0,0,0,0,47.18946945,0.766386371,0,0.502133823,1.651181523,0,0,0,0,0,0,0,50.10917116,47.95585582,2.919701717,49.60703734,47.18946945,0,0,0
5/6/09,39939,5,6,2009,19,70,46,0,0,9,3,11,1,0,0,0,0,0,18.88299997,0,0,2.259602202,8.170935231,5.686352455,0.334035168,0,0,0,0,0,34.99988986,18.88299997,16.11688989,27.05393521,18.88299997,0,0,0
5/7/09,39940,5,7,2009,19,90,80,1,0,2,2,5,0,0,0,0,0,0,41.20168979,0.191596593,0,1.82693176,3.302363047,2.584705661,0,0,0,0,0,0,49.10728685,41.39328639,7.905597061,44.69564943,41.20168979,0,0,0
5/8/09,39941,5,8,2009,19,193,137,3,1,8,8,29,6,0,0,1,0,0,68.95492765,1.300924544,0.50562644,3.333333228,16.42684285,14.99129284,9.5944298,0,0,0,0,0,105.5129475,70.2558522,36.5580199,86.68269504,68.95492765,0,0,0
5/9/09,39942,5,9,2009,19,90,47,5,1,6,14,12,2,0,1,2,0,0,25.72139187,0.957982964,0.050280535,1.506401468,26.33393199,6.203293587,2.565625034,0,1.651181523,0,0,0,62.42446394,26.67937484,36.70307206,53.01330682,25.72139187,0,0,0
5/10/09,39943,5,10,2009,20,3,2,0,0,0,0,0,0,0,0,1,0,0,0.593809428,0,0,0,0,0,0,0,0,0,0,0,0.593809428,0.593809428,0,0.593809428,0.593809428,0,0,0
5/11/09,39944,5,11,2009,20,60,51,3,1,1,2,2,0,0,0,0,0,0,27.03158382,1.300924544,0.050280535,0.251066911,3.302363047,1.033882265,0,0,0,0,0,0,32.97010113,28.33250837,5.938517302,31.63487142,27.03158382,0,0,0
5/12/09,39945,5,12,2009,20,77,47,2,4,12,7,4,1,0,0,0,0,0,35.77059533,0.383193185,0.20112214,4.337600874,11.55827066,2.067764529,0.334035168,0,0,0,0,0,54.31854672,36.15378851,18.54795139,47.71205918,35.77059533,0,0,0
5/13/09,39946,5,13,2009,20,60,44,3,1,2,6,2,1,0,0,1,0,0,22.41771748,1.300924544,0.050280535,3.151729698,9.90708914,1.033882265,2.231589866,0,0,0,0,0,37.86162366,23.71864202,15.44390618,33.62573116,22.41771748,0,0,0
5/14/09,39947,5,14,2009,20,24,18,3,1,1,1,0,0,0,0,0,0,0,16.01308946,1.300924544,0.050280535,0.251066911,1.651181523,0,0,0,0,0,0,0,19.26654297,17.314014,3.253453514,18.96519553,16.01308946,0,0,0
5/15/09,39948,5,15,2009,20,232,155,17,1,9,11,23,11,0,3,2,0,0,109.5935106,21.23637041,0.50562644,30.84079801,21.38038742,11.88964604,9.367050941,0,4.95354457,0,0,0,200.3998835,130.829881,90.80637289,152.2102684,109.5935106,0,0,0
5/16/09,39949,5,16,2009,20,47,29,4,6,1,6,1,0,0,0,0,0,0,25.52512053,2.218655903,0.30168321,1.575864849,16.34187046,0.516941132,0,0,0,0,0,0,46.48013608,27.74377643,20.95501556,44.08564689,25.52512053,0,0,0
5/17/09,39950,5,17,2009,21,6,4,0,1,1,0,0,0,0,0,0,0,0,3.726039084,0,0.050280535,1.575864849,0,0,0,0,0,0,0,0,5.352184468,3.726039084,1.626145384,3.726039084,3.726039084,0,0,0
5/18/09,39951,5,18,2009,21,11,10,1,0,0,0,0,0,0,0,0,0,0,6.476763413,0.191596593,0,0,0,0,0,0,0,0,0,0,6.668360005,6.668360005,0.191596593,6.668360005,6.476763413,0,0,0
5/19/09,39952,5,19,2009,21,212,104,8,8,13,38,31,6,0,1,3,0,0,121.4367915,4.361777922,1.312936089,16.90127267,136.7448831,16.0251751,11.4919845,0,1.651181523,0,0,0,298.4340179,125.7985694,176.9972264,262.5434525,121.4367915,0,0,0
5/20/09,39953,5,20,2009,21,363,210,14,12,18,40,45,17,1,4,2,0,0,161.1267832,16.95537292,0.60336642,70.35897457,130.3950741,23.26235095,40.94240958,0.441832252,13.03950741,0,0,0,416.1832619,178.5239884,254.6146464,308.9190625,161.5686154,0,0,0
5/21/09,39954,5,21,2009,21,101,43,11,14,3,12,16,2,0,0,0,0,0,43.62836997,10.01951106,0.70392749,2.077998672,32.68374092,8.271058116,7.112079896,0,0,0,0,0,97.38460623,53.64788103,53.75623626,86.33162195,43.62836997,0,0,0
5/22/09,39955,5,22,2009,21,309,164,24,29,9,44,34,4,0,0,1,0,0,86.03106653,16.86707536,1.913481419,28.21409005,96.25215756,17.5759985,20.66816935,0,0,0,0,0,246.8538694,102.8981419,160.8228029,199.1502995,86.03106653,0,0,0
5/23/09,39956,5,23,2009,21,1727,440,33,26,37,889,256,35,1,4,6,0,0,198.318592,19.89116408,2.673331623,32.95642308,4161.603649,132.3369299,32.16946879,0.441832252,9.822116754,0,0,0,4558.044039,218.6515883,4359.283615,4380.255238,198.7604243,0,0,0
5/24/09,39957,5,24,2009,22,339,171,56,1,7,16,50,5,3,27,2,0,0,80.58629442,38.43994684,0.50562644,7.05666013,29.63629503,25.84705661,15.70440419,2.867071818,57.45146377,9.597956956,0,0,251.988372,121.8933131,158.9370488,161.1275651,83.45336624,0,0,0
5/25/09,39958,5,25,2009,22,170,141,5,3,5,6,8,2,0,0,0,0,0,46.54051972,0.957982964,0.150841605,1.255334557,13.1244798,4.135529058,0.668070336,0,0,0,0,0,66.1646877,47.49850268,19.62416798,60.62298248,46.54051972,0,0,0
5/26/09,39959,5,26,2009,22,59,41,6,2,0,4,2,3,0,0,1,0,0,16.26542893,1.149579556,0.10056107,0,9.822116754,1.033882265,2.899660202,0,0,0,0,0,28.37156857,17.41500849,12.10613965,27.23712524,16.26542893,0,0,0
5/27/09,39960,5,27,2009,22,106,51,7,8,7,10,21,2,0,0,0,0,0,15.7267598,1.341176149,0.40224428,1.757468379,16.51181523,10.85576378,0.668070336,0,0,0,0,0,46.59522762,17.06793595,30.86846782,33.57975118,15.7267598,0,0,0
5/28/09,39961,5,28,2009,22,88,36,2,9,4,8,29,0,0,0,0,0,0,13.02704722,0.383193185,0.452524815,1.004267645,13.20945219,14.99129284,0,0,0,0,0,0,43.06777789,13.41024041,30.04073067,26.6196926,13.02704722,0,0,0
5/29/09,39962,5,29,2009,22,156,83,9,30,7,8,17,0,1,1,0,0,0,34.19694404,1.724369335,1.963761954,1.757468379,13.20945219,8.787999248,0,0.441832252,1.651181523,0,0,0,63.73300892,36.36314563,29.09423263,49.57259782,34.63877629,0,0,0
5/30/09,39963,5,30,2009,22,78,32,7,11,6,7,7,3,5,0,0,0,0,10.67018961,4.170181329,0.553085885,2.831199406,14.77566132,3.618587926,11.24122446,2.979948789,0,0,0,0,39.59885427,17.82031973,25.94871587,32.59598105,13.6501384,0,0,0
5/31/09,39964,5,31,2009,23,18,10,2,1,0,3,1,0,1,0,0,0,0,4.138285898,1.109327951,0.050280535,0,4.95354457,0.516941132,0,0.441832252,0,0,0,0,11.21021234,5.689446101,6.630094189,10.64299067,4.58011815,0,0,0
6/1/09,39965,6,1,2009,23,220,132,12,35,3,7,6,18,1,1,5,1,0,56.52717403,5.929832943,1.759818724,2.077998672,14.77566132,3.101646794,12.45664258,0.441832252,1.651181523,0,0.074642639,0,86.3397889,62.97348186,29.29613998,77.74914319,56.96900628,0,0,0
6/2/09,39966,6,2,2009,23,79,48,5,6,0,8,1,2,9,0,0,0,0,17.75914255,0.957982964,0.30168321,0,13.20945219,0.516941132,0.668070336,4.747277796,0,0,0,0,37.49247984,23.46440331,14.98605949,36.6738555,22.50642035,0,0,0
6/3/09,39967,6,3,2009,23,164,122,5,13,2,7,3,10,0,0,2,0,0,40.31471077,1.68411773,0.653646955,1.82693176,30.23946021,1.550823397,9.784361238,0,0,0,0,0,76.26969082,41.9988285,35.95498005,72.23828871,40.31471077,0,0,0
6/4/09,39968,6,4,2009,23,76,33,2,11,0,5,6,8,10,1,0,0,0,12.72095246,1.109327951,1.919123599,0,8.255907617,3.101646794,9.116290902,5.189110047,4.868572184,0,0,0,37.16464065,19.01939046,19.25457814,27.27529807,17.91006251,0,0,0
6/5/09,39969,6,5,2009,23,506,404,11,21,9,27,16,12,0,0,6,4,0,159.5188883,3.559832052,1.511237139,2.259602202,73.99369857,8.271058116,18.04265037,0,0,0,0.298570557,0,249.4128869,163.3772909,89.59542808,237.3709895,159.5188883,0,0,0
6/6/09,39970,6,6,2009,23,401,199,21,59,16,40,46,15,1,1,3,1,0,77.02250489,12.5090616,3.421897468,6.666666457,75.69943292,23.77929208,36.47922985,0.078648913,4.868572184,0,0.074642639,0,204.1207192,89.68485805,126.9449227,165.384291,77.10115381,0,0,0
6/7/09,39971,6,7,2009,24,829,536,23,131,13,60,51,9,0,1,5,3,0,223.8489438,6.509592047,7.042095987,14.22878888,144.1143607,26.36399775,6.801425907,0,1.651181523,0,0.706437639,0,424.4653983,231.0649735,199.9100168,375.1793342,223.8489438,0,0,0
6/8/09,39972,6,8,2009,24,421,242,17,81,6,40,22,9,0,3,0,0,0,108.2232251,24.5649087,6.349452857,5.480795281,175.5102117,11.37270491,15.14299017,0,8.170935231,0.499715272,0,0,340.171949,132.7881338,231.4490086,308.7980607,108.2232251,0,0,0
6/9/09,39973,6,9,2009,24,210,43,12,76,6,41,30,1,0,0,1,0,0,12.76690271,20.5699448,4.276666563,1.506401468,67.69844246,15.50823397,0.334035168,0,0,0,0,0,122.326592,33.33684751,109.5596893,101.03529,12.76690271,0,0,0
6/10/09,39974,6,10,2009,24,420,197,33,101,13,31,19,16,3,2,5,2,0,85.78260552,33.08493595,5.989025842,18.61549405,168.1627952,9.821881513,23.9252459,3.637859349,10.81558028,0,0.631795,0,336.5419727,123.1371958,246.4897128,291.299991,89.42046487,0,0,0
6/11/09,39975,6,11,2009,24,202,114,14,46,7,11,7,1,0,0,1,0,0,45.53952498,7.76529566,3.678942323,8.770881511,18.16299676,3.618587926,0.334035168,0,0,0.499715272,0,0,88.03594443,53.30482064,41.99670418,71.96753267,45.53952498,0,0,0
6/12/09,39976,6,12,2009,24,253,120,9,43,14,19,45,1,0,2,0,0,0,42.64399824,4.553374515,4.438792527,12.78852232,31.37244894,23.26235095,0.334035168,0,6.519753707,0,0,0,125.5792412,47.19737275,82.93524297,78.5698217,42.64399824,0,0,0
6/13/09,39977,6,13,2009,24,425,193,13,133,14,30,19,14,1,2,6,0,0,66.0719005,15.83411296,9.41938658,18.47713752,55.97022702,9.821881513,14.91561131,0.441832252,14.03297094,0,0,0,190.0694493,82.34784571,123.5557165,138.3180727,66.51373276,0,0,0
6/14/09,39978,6,14,2009,25,242,105,15,37,15,29,30,8,1,1,1,0,0,48.71357634,24.02916536,4.592455222,13.03958923,51.10165484,24.12959481,4.569836041,0.441832252,9.164398754,0,0,0,175.2122668,73.18457396,126.0568582,124.2862288,49.15540859,0,0,0
6/15/09,39979,6,15,2009,25,163,106,9,25,7,5,4,3,0,3,1,0,0,50.9642819,12.31129052,2.623051088,5.731862193,14.69068894,2.067764529,1.002105503,0,11.38832589,0,0,0,99.77726506,63.27557242,48.81298316,77.96626136,50.9642819,0,0,0
6/16/09,39980,6,16,2009,25,177,105,13,28,7,6,7,9,1,0,1,0,0,41.11352442,18.79111285,2.318546789,4.407064255,9.90708914,3.618587926,4.903871208,0.441832252,0,0,0,0,80.59775763,60.34646952,39.04240096,70.25355866,41.55535667,0,0,0
6/17/09,39981,6,17,2009,25,50,31,5,2,1,7,3,0,0,0,1,0,0,12.71176241,2.410252496,0.555906975,0.251066911,11.55827066,1.550823397,0,0,0,0,0,0,29.03808285,15.12201491,16.32632044,26.68028557,12.71176241,0,0,0
6/18/09,39982,6,18,2009,25,77,55,4,14,1,3,0,0,0,0,0,0,0,22.37589578,4.970644813,0.70392749,1.575864849,4.95354457,0,0,0,0,0,0,0,34.5798775,27.34654059,12.20398172,32.30008516,22.37589578,0,0,0
6/19/09,39983,6,19,2009,25,158,60,11,29,4,14,34,3,0,3,0,0,0,29.70661313,3.559832052,6.92228637,3.653863521,23.11654133,17.5759985,1.002105503,0,14.60571655,0,0,0,99.14085145,33.26644518,69.43423832,56.38298651,29.70661313,0,0,0
6/20/09,39984,6,20,2009,25,81,56,3,10,4,1,2,1,3,1,0,0,0,28.51899428,3.403794958,0.958151254,3.653863521,1.651181523,1.033882265,0.334035168,3.36578067,4.868572184,0,0,0,47.45422065,35.2885699,15.56944571,36.93975143,31.88477495,0,0,0
6/21/09,39985,6,21,2009,26,145,62,5,31,15,11,16,1,1,0,3,1,0,27.17738295,0.957982964,5.201463821,11.7147913,24.59777808,8.271058116,0.334035168,0.441832252,0,0,0.557152361,0,78.91944184,29.13435053,50.74307428,53.73212861,27.61921521,0,0,0
6/22/09,39986,6,22,2009,26,261,104,3,87,9,25,30,2,0,0,1,0,0,31.46270965,1.300924544,4.374406543,3.58440014,44.49692874,15.50823397,0.668070336,0,0,0,0,0,100.7276036,32.76363419,69.26489394,77.26056294,31.46270965,0,0,0
6/23/09,39987,6,23,2009,26,191,93,6,44,12,14,19,2,0,1,0,0,0,28.19675779,1.149579556,2.212343539,3.012802936,23.11654133,9.821881513,0.668070336,0,1.651181523,0,0,0,69.16108819,29.34633735,40.96433039,52.46287868,28.19675779,0,0,0
6/24/09,39988,6,24,2009,26,100,29,5,20,8,8,12,6,0,2,10,0,0,9.779475467,2.410252496,3.282340223,9.957322917,16.42684285,6.203293587,2.004211007,0,6.519753707,0,0,0,54.57928124,12.18972796,44.79980578,28.61657081,9.779475467,0,0,0
6/25/09,39989,6,25,2009,26,228,74,15,44,13,14,33,34,0,1,0,0,0,43.23239795,38.97670312,6.310456681,15.57647473,35.98610397,23.52507799,15.1523051,0,1.651181523,0,0,0,165.258396,82.20910107,122.025998,118.195205,43.23239795,0,0,0
6/26/09,39990,6,26,2009,26,645,171,25,127,24,36,242,17,0,1,2,1,0,72.40162312,12.62632948,31.4296527,19.27358525,121.6513933,125.099754,5.678597852,0,4.868572184,0,0.557152361,0,387.9080624,85.58510496,314.9492869,207.2364983,72.40162312,0,0,0
6/27/09,39991,6,27,2009,26,97,33,6,43,4,5,0,1,3,0,2,0,0,15.64404935,2.601849088,5.804830241,2.329065583,11.47329828,0,2.231589866,1.325496755,0,0,0,0,39.1785893,19.5713952,22.20904319,31.04469347,16.96954611,0,0,0
6/28/09,39992,6,28,2009,27,797,238,46,157,21,68,226,33,2,2,4,0,0,91.69152395,46.13509262,10.17077352,17.58501002,215.2368447,116.8286959,11.02316054,0.883664503,25.20094325,0,0,0,523.7325485,138.7102811,431.15736,353.9471258,92.57518845,0,0,0
6/29/09,39993,6,29,2009,27,869,209,51,315,15,72,195,9,1,1,1,0,0,89.34546209,51.83051838,26.31132433,23.06913377,151.0589763,118.0462425,8.698980605,0.441832252,1.651181523,0,0,0,461.7546711,141.6178127,371.9673768,292.676789,89.78729434,0,0,0
6/30/09,39994,6,30,2009,27,123,53,14,28,3,13,9,2,1,0,0,0,0,17.6897507,9.71561592,1.863200884,0.753200734,24.68275046,4.65247019,0.668070336,0.441832252,0,0,0,0,59.79882114,27.84719887,41.66723819,52.52994933,18.13158295,0,0,0
7/1/09,39995,7,1,2009,27,200,70,16,16,3,25,54,12,3,0,1,0,0,23.70642688,12.20316191,1.259834464,6.441815928,44.49692874,27.91482114,4.008422013,1.325496755,0,0,0,0,117.3484858,37.23508554,92.31656219,81.73201429,25.03192364,0,0,0
7/2/09,39996,7,2,2009,27,205,96,12,45,1,19,21,6,3,0,2,1,0,33.96436968,12.88756268,3.628661788,0.251066911,48.53783816,10.85576378,2.004211007,4.483711432,0,0,0.074642639,0,114.6836171,51.41028643,76.16089331,99.94812459,38.44808111,0,0,0
7/3/09,39997,7,3,2009,27,266,117,6,86,3,23,16,10,3,0,2,0,0,64.56864862,5.506388152,5.234817818,10.80563318,54.06412834,8.271058116,5.237906376,1.325496755,0,0,0,0,149.776171,71.40053353,83.88202561,125.4646619,65.89414538,0,0,0
7/4/09,39998,7,4,2009,27,43,14,3,21,2,3,0,0,0,0,0,0,0,5.910524133,3.403794958,1.966583044,3.151729698,8.170935231,0,0,0,0,0,0,0,22.60356706,9.314319092,16.69304293,17.48525432,5.910524133,0,0,0
7/5/09,39999,7,5,2009,28,355,138,24,48,14,28,70,23,3,1,6,2,0,72.74223971,30.10886091,2.413465679,36.09341429,52.66786398,36.18587926,17.17058235,9.290645939,1.651181523,0,0.631795,0,241.7853463,112.7735416,159.1206656,165.4414055,82.03288564,0,0,0
7/6/09,40000,7,6,2009,28,417,147,42,80,10,45,67,23,1,0,2,0,1,54.73466553,76.74227028,4.477788703,13.49847606,117.2076831,34.63505586,15.27302765,2.482116167,0,0,0,292.2614206,303.7780557,426.2204726,246.561274,543.4281556,57.2167817,0,0,0
7/7/09,40001,7,7,2009,28,333,121,11,124,7,23,31,10,3,1,2,0,0,40.60242544,9.866960908,7.145478147,8.770881511,47.62934702,16.0251751,5.237906376,0.599130078,4.868572184,0,0,0,135.5079704,51.06851642,94.30641487,98.69786344,41.20155552,0,0,0
7/8/09,40002,7,8,2009,28,178,88,13,57,3,6,8,1,0,0,2,1,0,32.95831343,12.35450689,2.865990494,3.402796609,19.55926112,4.135529058,2.231589866,0,0,0,0.557152361,0,75.83354997,45.86997269,42.31808418,65.42923381,32.95831343,0,0,0
7/9/09,40003,7,9,2009,28,141,94,18,0,4,18,0,0,4,0,3,2,1,51.47566534,35.26641021,0,6.69288284,102.6965679,0,0,17.30565442,0,0,1.114304721,292.2614206,214.5514854,397.4234553,144.655861,500.1200232,68.78131976,0,0,0
7/10/09,40004,7,10,2009,28,302,151,21,52,10,31,21,13,0,3,0,0,0,47.17108935,16.71480243,3.525279628,8.199284308,51.18662722,10.85576378,4.342457181,0,11.38832589,0,0,0,149.0411726,63.88589178,101.8700833,115.072519,47.17108935,0,0,0
7/11/09,40005,7,11,2009,28,87,41,17,7,4,11,4,1,0,0,2,0,0,19.38846854,10.44295585,0.807309649,4.978661459,27.81516874,2.067764529,0.334035168,0,0,0,0,0,65.50032876,29.83142439,46.11186023,57.64659313,19.38846854,0,0,0
7/12/09,40006,7,12,2009,29,123,51,13,25,8,5,9,6,0,0,6,0,0,20.98833421,3.943025238,3.078396993,7.307727042,8.255907617,4.65247019,3.901765705,0,0,0,0,0,48.22586129,24.93135944,27.23752708,33.18726706,20.98833421,0,0,0
7/13/09,40007,7,13,2009,29,109,46,10,32,1,11,7,1,0,0,1,0,0,22.42690753,8.298628667,1.608977119,1.575864849,36.8441863,3.618587926,0.334035168,0,0,0,0,0,74.37315239,30.7255362,51.94624486,67.5697225,22.42690753,0,0,0
7/14/09,40008,7,14,2009,29,94,51,8,14,1,7,9,1,2,0,1,0,0,29.15490987,7.266316986,0.70392749,1.575864849,11.55827066,4.65247019,0.334035168,0.883664503,0,0,0,0,55.79542455,37.30489135,25.75685018,48.86316202,30.03857437,0,0,0
7/15/09,40009,7,15,2009,29,566,236,42,95,9,58,75,46,1,1,3,0,0,93.76490441,53.93570284,5.687342632,19.32544778,197.6645107,38.77058492,17.26317242,2.482116167,1.651181523,0,0,0,413.2817909,150.1827234,317.0347704,347.8472341,96.24702058,0,0,0
7/16/09,40010,7,16,2009,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7/17/09,40011,7,17,2009,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7/18/09,40012,7,18,2009,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7/19/09,40013,7,19,2009,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7/20/09,40014,7,20,2009,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7/21/09,40015,7,21,2009,30,694,417,43,38,4,98,73,18,1,0,2,0,0,144.8555634,65.10116953,3.276698043,6.303459396,180.9545613,37.73670265,12.45664258,2.482116167,0,0,0,0,440.7102705,212.4388491,293.3725909,393.3934104,147.3376796,0,0,0
7/22/09,40016,7,22,2009,30,403,171,50,24,7,63,59,26,1,1,1,0,0,72.9862425,85.3406592,1.662078744,18.41100261,123.3287799,30.4995268,24.61669741,4.326413606,4.868572184,0,0,0,341.4232756,162.6533153,264.1106195,285.9820952,77.31265611,0,0,0
7/23/09,40017,7,23,2009,30,145,59,16,8,2,35,19,3,0,2,1,0,0,23.9481913,12.9263319,0.40224428,1.82693176,57.79135332,9.821881513,1.002105503,0,6.519753707,0,0,0,113.2366878,36.8745232,89.28849648,94.66587652,23.9481913,0,0,0
7/24/09,40018,7,24,2009,30,322,159,27,14,0,71,42,8,1,0,0,0,0,63.60760967,39.14759318,1.159273394,0,152.002031,23.86686776,4.569836041,0.441832252,0,0,0,0,280.2252073,103.1970351,216.1757653,255.1990661,64.04944192,0,0,0
7/25/09,40019,7,25,2009,30,141,49,19,19,2,23,28,1,0,0,0,0,0,21.56376354,14.22725644,2.855853768,3.151729698,41.1945657,14.4743517,0.334035168,0,0,0,0,0,97.46752085,35.79101998,75.90375731,76.98558568,21.56376354,0,0,0
7/26/09,40020,7,26,2009,31,15,3,5,4,0,2,0,1,0,0,0,0,0,1.475333521,10.094117,0.20112214,0,6.519753707,0,2.231589866,0,0,0,0,0,18.29032637,11.56945052,16.81499285,18.08920423,1.475333521,0,0,0
7/27/09,40021,7,27,2009,31,280,83,17,31,5,25,97,12,3,0,7,0,0,44.13547348,33.75498596,7.02284744,8.268747689,55.22753664,50.14328983,14.24754097,5.98086564,0,0,0,0,204.5337467,83.87132508,154.4174076,139.0988617,50.11633912,0,0,0
7/28/09,40022,7,28,2009,31,246,72,28,26,4,49,53,9,0,0,5,0,0,26.63871382,54.8903391,2.673331623,29.58546345,94.8558932,27.39788001,13.24543547,0,0,0,0,0,236.0416212,81.52905292,209.4029074,176.3849461,26.63871382,0,0,0
7/29/09,40023,7,29,2009,31,370,190,24,29,5,38,72,5,0,1,6,0,0,89.21141593,27.931939,3.279519133,6.943949751,73.47550578,37.21976152,1.670175839,0,1.651181523,0,0,0,239.7132726,117.1433549,150.5018567,190.6188607,89.21141593,0,0,0
7/30/09,40024,7,30,2009,31,212,76,7,31,1,34,47,9,1,1,5,0,0,35.4263846,24.65172387,2.469388394,0.251066911,59.35756246,24.29623322,8.698980605,0.441832252,1.651181523,0,0,0,148.5453732,60.51994072,112.6771564,119.8775032,35.86821685,0,0,0
7/31/09,40025,7,31,2009,31,495,291,15,24,0,72,82,8,2,1,0,0,0,97.70698272,12.8656948,2.572770553,0,118.8850697,42.38917284,6.467390739,0.883664503,4.868572184,0,0,0,280.1719273,111.456342,181.5812801,230.3414117,98.59064722,0,0,0
8/1/09,40026,8,1,2009,31,236,78,31,13,2,59,31,14,3,0,5,1,0,30.74052398,75.99764986,1.108992859,1.82693176,122.5356807,16.0251751,13.01805661,1.325496755,0,0,0.557152361,0,250.1176034,108.620823,217.4944303,231.1565037,32.06602074,0,0,0
8/2/09,40027,8,2,2009,32,216,95,22,17,2,51,20,9,0,0,0,0,0,46.71093836,10.67480405,4.497536332,1.82693176,103.5146017,12.49416286,6.801425907,0,0,0,0,0,179.718975,57.38574241,133.0080367,160.9003441,46.71093836,0,0,0
8/3/09,40028,8,3,2009,32,280,82,30,17,2,82,58,6,1,1,1,0,0,35.45395475,41.043693,0.854769095,0.502133823,151.4838382,38.60394651,3.901765705,0.441832252,1.651181523,0,0,0,270.0353492,76.93948,234.1395622,228.4233182,35.895787,0,0,0
8/4/09,40029,8,4,2009,32,99,40,9,5,2,26,13,2,0,0,2,0,0,14.79928546,18.67236259,0.251402675,1.82693176,42.93071961,6.720234719,2.565625034,0,0,0,0,0,85.20093681,33.47164805,70.40165135,76.40236766,14.79928546,0,0,0
8/5/09,40030,8,5,2009,32,90,27,11,17,2,15,12,4,0,0,2,0,0,12.10876293,6.388837232,1.765460904,1.82693176,31.20250417,6.203293587,1.336140671,0,0,0,0,0,59.49579059,18.49760016,47.38702766,49.70010434,12.10876293,0,0,0
8/6/09,40031,8,6,2009,32,217,134,12,14,7,23,15,7,0,1,4,1,0,78.28084198,20.05030341,3.436002917,18.02157916,44.41195636,7.754116984,4.235800873,0,1.651181523,0,0.074642639,0,173.680625,98.40578803,95.32514036,142.8177444,78.28084198,0,0,0
8/7/09,40032,8,7,2009,32,118,45,6,22,4,25,10,2,0,0,4,1,0,18.03766716,8.962921164,1.561517674,6.303459396,41.27953808,5.169411323,0.668070336,0,0,33.03911705,0.074642639,0,114.4282745,27.07523097,63.27684764,101.3938861,18.03766716,0,0,0
